source	target	strength	***
R30554	G000311	0.98	***
R30555	G000311	0.98	***
R30556	G000311	0.98	***
R30557	G000311	0.98	***
R30558	G000311	0.98	***
R30560	G032552	0.98	***
R30561	G056488	0.98	***
R30566	G001174	0.98	***
R30567	G021702	0.98	***
R30568	G000313	0.98	***
R30570	G000312	0.98	***
R30572	G000357	0.98	***
R30575	G000176	0.98	***
R30576	G005627	0.98	***
R30577	G006748	0.98	***
R30578	G006748	0.98	***
R30582	G019524	0.98	***
R30585	G019524	0.98	***
R30586	G019524	0.98	***
R30587	G019524	0.98	***
R30588	G019524	0.98	***
R30589	G019524	0.98	***
R30590	G006339	0.98	***
R30591	G005803	0.98	***
R30592	G005803	0.98	***
R30593	G006339	0.98	***
R30594	G006339	0.98	***
R30595	G019860	0.98	***
R30596	G019860	0.98	***
R30605	G005956	0.98	***
R30612	G003375	0.98	***
R30613	G003375	0.98	***
R30614	G003375	0.98	***
R30616	G003806	0.98	***
R30617	G000356	0.98	***
R30618	G047557	0.98	***
R30619	G047557	0.98	***
R30620	G000313	0.98	***
R30621	G001642	0.98	***
R30622	G001642	0.98	***
R30623	G001642	0.98	***
R30624	G001642	0.98	***
R30625	G009507	0.98	***
R30632	G024983	0.98	***
R30633	G024983	0.98	***
R30635	G024983	0.98	***
R30636	G013651	0.98	***
R30637	G006887	0.98	***
R30638	G000221	0.98	***
R30639	G006887	0.98	***
R30640	G006585	0.98	***
R30641	G000221	0.98	***
R30642	G002663	0.98	***
R30645	G032513	0.98	***
R30648	G050724	0.98	***
R30649	G050724	0.98	***
R30650	G050724	0.98	***
R30651	G050723	0.98	***
R30652	G000415	0.98	***
R30654	G050723	0.98	***
R30655	G050723	0.98	***
R30656	G004744	0.98	***
R30657	G004744	0.98	***
R30658	G004744	0.98	***
R30659	G004744	0.98	***
R30660	G004744	0.98	***
R30661	G004744	0.98	***
R30662	G001161	0.98	***
R30664	G009291	0.98	***
R30665	G009291	0.98	***
R30667	G004623	0.98	***
R30668	G004623	0.98	***
R30669	G019064	0.98	***
R30670	G019064	0.98	***
R30671	G000233	0.98	***
R30672	G000233	0.98	***
R30674	G001642	0.98	***
R30675	G001642	0.98	***
R30676	G006478	0.98	***
R30678	G006478	0.98	***
R30679	G006479	0.98	***
R30682	G024122	0.98	***
R30683	G009291	0.98	***
R30687	G032002	0.98	***
R30688	G056488	0.98	***
R30694	G009507	0.98	***
R30703	G003641	0.98	***
R30719	G003471	0.98	***
R30723	G046833	0.98	***
R30724	G046833	0.98	***
R30725	G046833	0.98	***
R30769	G009294	0.98	***
R30770	G046833	0.98	***
R30795	G019387	0.98	***
R30818	G046206	0.98	***
R30819	G046206	0.98	***
R30820	G000255	0.98	***
R30821	G003959	0.98	***
R30822	G024822	0.98	***
R30823	G000255	0.98	***
R30824	G000255	0.98	***
R30825	G000289	0.98	***
R30827	G003959	0.98	***
R30828	G003959	0.98	***
R30829	G004832	0.98	***
R30830	G004832	0.98	***
R30836	G020349	0.98	***
R30839	G006053	0.98	***
R30840	G052312	0.98	***
R30841	G006342	0.98	***
R30842	G006342	0.98	***
R30843	G032076	0.98	***
R30845	G060426	0.98	***
R30846	G060426	0.98	***
R30847	G031791	0.98	***
R30848	G002544	0.98	***
R30850	G000408	0.98	***
R30852	G002915	0.98	***
R30859	G001027	0.98	***
R30864	G000353	0.98	***
R30868	G002899	0.98	***
R30869	G002899	0.98	***
R30885	G005826	0.98	***
R30886	G006494	0.98	***
R30889	G000221	0.98	***
R30892	G004742	0.98	***
R30894	G006053	0.98	***
R30897	G002007	0.98	***
R30898	G020255	0.98	***
R30899	G020255	0.98	***
R30900	G020255	0.98	***
R30901	G020255	0.98	***
R30902	G002810	0.98	***
R30903	G002810	0.98	***
R30904	G002811	0.98	***
R30905	G002811	0.98	***
R30906	G002811	0.98	***
R30907	G003516	0.98	***
R30908	G003516	0.98	***
R30909	G032448	0.98	***
R30911	G032334	0.98	***
R30912	G002810	0.98	***
R30917	G013753	0.98	***
R30918	G013753	0.98	***
R30919	G013753	0.98	***
R30923	G005853	0.98	***
R30924	G002103	0.98	***
R30925	G000419	0.98	***
R30927	G000419	0.98	***
R30932	G019294	0.98	***
R30934	G000312	0.98	***
R30935	G000312	0.98	***
R30937	G000312	0.98	***
R30939	G000312	0.98	***
R30941	G003432	0.98	***
R30942	G019294	0.98	***
R30943	G019294	0.98	***
R30947	G019294	0.98	***
R30948	G019294	0.98	***
R30949	G031374	0.98	***
R30950	G014352	0.98	***
R30951	G031749	0.98	***
R30953	G037107	0.98	***
R30955	G000221	0.98	***
R30959	G008597	0.98	***
R30961	G021136	0.98	***
R30965	G003516	0.98	***
R30966	G003516	0.98	***
R30967	G003516	0.98	***
R30968	G003516	0.98	***
R30969	G003516	0.98	***
R30972	G043270	0.98	***
R30975	G043270	0.98	***
R30976	G043270	0.98	***
R30979	G000316	0.98	***
R30981	G000229	0.98	***
R30988	G004623	0.98	***
R30989	G004623	0.98	***
R30991	G046925	0.98	***
R30992	G000402	0.98	***
R30993	G046925	0.98	***
R30995	G048190	0.98	***
R30997	G048190	0.98	***
R30998	G046925	0.98	***
R30999	G032429	0.98	***
R31000	G032429	0.98	***
R31001	G032429	0.98	***
R31002	G032429	0.98	***
R31008	G000389	0.98	***
R31009	G002810	0.98	***
R31010	G002810	0.98	***
R31011	G021529	0.98	***
R31016	G032084	0.98	***
R31017	G005225	0.98	***
R31018	G005225	0.98	***
R31019	G004664	0.98	***
R31020	G020475	0.98	***
R31021	G020475	0.98	***
R31024	G005225	0.98	***
R31025	G000218	0.98	***
R31031	G032429	0.98	***
R31034	G001190	0.98	***
R31035	G000221	0.98	***
R31039	G018710	0.98	***
R31040	G019121	0.98	***
R31041	G019121	0.98	***
R31042	G001190	0.98	***
R31043	G001190	0.98	***
R31047	G046511	0.98	***
R31048	G002810	0.98	***
R31049	G002810	0.98	***
R31050	G002810	0.98	***
R31051	G002810	0.98	***
R31053	G001161	0.98	***
R31055	G003316	0.98	***
R31056	G003316	0.98	***
R31057	G003316	0.98	***
R31058	G003316	0.98	***
R31059	G003316	0.98	***
R31060	G003316	0.98	***
R31061	G003316	0.98	***
R31062	G003316	0.98	***
R31063	G003316	0.98	***
R31064	G003316	0.98	***
R31065	G003316	0.98	***
R31066	G046693	0.98	***
R31067	G003316	0.98	***
R31068	G003316	0.98	***
R31071	G000309	0.98	***
R31072	G001225	0.98	***
R31073	G002597	0.98	***
R31074	G002597	0.98	***
R31077	G006827	0.98	***
R31083	G001104	0.98	***
R31084	G000196	0.98	***
R31087	G003555	0.98	***
R31088	G003555	0.98	***
R31090	G003555	0.98	***
R31091	G003555	0.98	***
R31092	G001022	0.98	***
R31096	G009745	0.98	***
R31097	G001119	0.98	***
R31099	G009307	0.98	***
R31102	G003660	0.98	***
R31103	G019395	0.98	***
R31104	G033994	0.98	***
R31105	G003243	0.98	***
R31106	G003801	0.98	***
R31107	G003243	0.98	***
R31109	G033168	0.98	***
R31110	G078442	0.98	***
R31116	G000221	0.98	***
R31117	G000221	0.98	***
R31118	G019923	0.98	***
R31121	G006141	0.98	***
R31122	G006213	0.98	***
R31127	G002144	0.98	***
R31128	G004993	0.98	***
R31131	G004993	0.98	***
R31136	G004993	0.98	***
R31137	G004993	0.98	***
R31140	G000220	0.98	***
R31141	G000220	0.98	***
R31145	G001190	0.98	***
R31147	G029284	0.98	***
R31151	G024863	0.98	***
R31153	G029284	0.98	***
R31154	G024863	0.98	***
R31155	G024863	0.98	***
R31156	G024863	0.98	***
R31157	G029284	0.98	***
R31158	G029284	0.98	***
R31159	G047661	0.98	***
R31160	G047661	0.98	***
R31172	G000285	0.98	***
R31179	G021545	0.98	***
R31180	G021545	0.98	***
R31181	G021545	0.98	***
R31182	G000229	0.98	***
R31188	G000409	0.98	***
R31198	G031877	0.98	***
R31199	G045624	0.98	***
R31200	G004022	0.98	***
R31201	G019983	0.98	***
R31202	G019983	0.98	***
R31204	G006884	0.98	***
R31205	G003801	0.98	***
R31210	G007151	0.98	***
R31211	G009741	0.98	***
R31213	G021668	0.98	***
R31218	G000220	0.98	***
R31219	G037519	0.98	***
R31223	G000220	0.98	***
R31225	G000220	0.98	***
R31228	G000206	0.98	***
R31229	G018487	0.98	***
R31235	G019498	0.98	***
R31236	G019498	0.98	***
R31237	G001154	0.98	***
R31239	G001154	0.98	***
R31240	G001154	0.98	***
R31241	G001154	0.98	***
R31242	G001154	0.98	***
R31243	G001154	0.98	***
R31245	G001190	0.98	***
R31246	G003612	0.98	***
R31248	G019498	0.98	***
R31250	G003135	0.98	***
R31251	G019498	0.98	***
R31261	G000229	0.98	***
R31269	G004696	0.98	***
R31271	G006050	0.98	***
R31272	G006050	0.98	***
R31273	G044691	0.98	***
R31276	G000270	0.98	***
R31277	G001200	0.98	***
R31278	G005149	0.98	***
R31281	G002008	0.98	***
R31283	G002008	0.98	***
R31285	G047347	0.98	***
R31286	G005679	0.98	***
R31291	G003361	0.98	***
R31292	G047347	0.98	***
R31296	G001193	0.98	***
R31297	G001193	0.98	***
R31300	G005893	0.98	***
R31302	G004860	0.98	***
R31303	G005893	0.98	***
R31304	G005893	0.98	***
R31325	G001121	0.98	***
R31326	G013612	0.98	***
R31327	G004607	0.98	***
R31328	G006261	0.98	***
R31330	G004993	0.98	***
R31335	G003600	0.98	***
R31336	G022875	0.98	***
R31337	G022875	0.98	***
R31342	G000206	0.98	***
R31346	G003959	0.98	***
R31347	G018638	0.98	***
R31348	G019577	0.98	***
R31349	G008995	0.98	***
R31350	G000282	0.98	***
R31351	G000282	0.98	***
R31357	G019204	0.98	***
R31358	G019204	0.98	***
R31359	G019204	0.98	***
R31363	G009291	0.98	***
R31365	G009291	0.98	***
R31366	G030782	0.98	***
R31367	G001075	0.98	***
R31369	G001075	0.98	***
R31370	G021555	0.98	***
R31371	G001075	0.98	***
R31372	G046269	0.98	***
R31375	G000409	0.98	***
R31379	G048621	0.98	***
R31381	G030782	0.98	***
R31389	G047266	0.98	***
R31391	G001231	0.98	***
R31400	G019761	0.98	***
R31406	G003714	0.98	***
R31409	G021555	0.98	***
R31410	G021555	0.98	***
R31411	G001053	0.98	***
R31412	G027984	0.98	***
R31413	G027984	0.98	***
R31414	G004625	0.98	***
R31416	G002871	0.98	***
R31417	G019995	0.98	***
R31419	G019995	0.98	***
R31421	G032878	0.98	***
R31422	G000235	0.98	***
R31423	G000235	0.98	***
R31424	G000235	0.98	***
R31425	G000235	0.98	***
R31426	G000235	0.98	***
R31427	G002871	0.98	***
R31428	G002871	0.98	***
R31429	G000235	0.98	***
R31430	G005841	0.98	***
R31432	G002361	0.98	***
R31435	G032777	0.98	***
R31436	G031704	0.98	***
R31437	G032749	0.98	***
R31438	G010044	0.98	***
R31439	G010044	0.98	***
R31440	G010044	0.98	***
R31441	G010044	0.98	***
R31442	G010044	0.98	***
R31443	G010044	0.98	***
R31444	G010044	0.98	***
R31450	G047122	0.98	***
R31451	G047122	0.98	***
R31452	G047122	0.98	***
R31455	G035399	0.98	***
R31459	G051498	0.98	***
R31462	G000180	0.98	***
R31463	G046398	0.98	***
R31464	G006462	0.98	***
R31465	G000317	0.98	***
R31466	G000274	0.98	***
R31467	G000180	0.98	***
R31471	G003456	0.98	***
R31475	G003586	0.98	***
R31476	G047331	0.98	***
R31477	G001154	0.98	***
R31479	G001066	0.98	***
R31480	G003456	0.98	***
R31481	G047331	0.98	***
R31483	G019761	0.98	***
R31485	G019761	0.98	***
R31486	G032832	0.98	***
R31487	G031528	0.98	***
R31488	G031528	0.98	***
R31489	G031528	0.98	***
R31490	G031528	0.98	***
R31492	G018247	0.98	***
R31493	G005829	0.98	***
R31494	G018247	0.98	***
R31495	G018247	0.98	***
R31497	G000337	0.98	***
R31504	G002855	0.98	***
R31515	G009060	0.98	***
R31519	G049429	0.98	***
R31520	G049429	0.98	***
R31521	G049429	0.98	***
R31522	G049429	0.98	***
R31525	G033945	0.98	***
R31527	G030459	0.98	***
R31528	G005024	0.98	***
R31529	G046550	0.98	***
R31531	G046550	0.98	***
R31540	G033332	0.98	***
R31542	G018343	0.98	***
R31543	G018343	0.98	***
R31548	G001161	0.98	***
R31554	G005435	0.98	***
R31558	G020055	0.98	***
R31560	G002249	0.98	***
R31561	G002249	0.98	***
R31564	G009655	0.98	***
R31565	G002306	0.98	***
R31575	G000357	0.98	***
R31576	G019181	0.98	***
R31581	G007303	0.98	***
R31582	G046399	0.98	***
R31586	G005934	0.98	***
R31588	G013559	0.98	***
R31590	G019356	0.98	***
R31591	G019356	0.98	***
R31592	G002597	0.98	***
R31593	G020127	0.98	***
R31596	G000298	0.98	***
R31602	G013559	0.98	***
R31603	G013559	0.98	***
R31607	G013845	0.98	***
R31608	G032107	0.98	***
R31609	G032107	0.98	***
R31611	G032107	0.98	***
R31615	G000337	0.98	***
R31618	G035089	0.98	***
R31620	G000272	0.98	***
R31623	G000395	0.98	***
R31628	G007337	0.98	***
R31629	G007337	0.98	***
R31635	G032105	0.98	***
R31636	G000194	0.98	***
R31637	G020451	0.98	***
R31638	G020451	0.98	***
R31639	G004607	0.98	***
R31641	G037312	0.98	***
R31642	G000317	0.98	***
R31643	G037312	0.98	***
R31644	G037312	0.98	***
R31645	G002750	0.98	***
R31646	G037312	0.98	***
R31652	G037312	0.98	***
R31653	G003703	0.98	***
R31665	G018230	0.98	***
R31666	G018230	0.98	***
R31668	G037312	0.98	***
R31671	G001237	0.98	***
R31672	G001237	0.98	***
R31673	G003204	0.98	***
R31674	G003204	0.98	***
R31676	G003204	0.98	***
R31677	G003204	0.98	***
R31679	G000313	0.98	***
R31681	G000313	0.98	***
R31685	G000194	0.98	***
R31688	G000194	0.98	***
R31689	G000194	0.98	***
R31690	G000194	0.98	***
R31691	G000194	0.98	***
R31692	G000194	0.98	***
R31693	G000316	0.98	***
R31694	G000194	0.98	***
R31695	G000194	0.98	***
R31696	G000194	0.98	***
R31697	G032486	0.98	***
R31698	G000194	0.98	***
R31699	G000194	0.98	***
R31700	G000194	0.98	***
R31701	G019684	0.98	***
R31702	G019684	0.98	***
R31703	G002597	0.98	***
R31704	G041924	0.98	***
R31705	G041924	0.98	***
R31706	G041924	0.98	***
R31707	G041924	0.98	***
R31708	G041924	0.98	***
R31709	G041924	0.98	***
R31710	G041924	0.98	***
R31711	G041924	0.98	***
R31713	G037107	0.98	***
R31714	G037107	0.98	***
R31717	G000215	0.98	***
R31773	G003175	0.98	***
R31786	G026054	0.98	***
R31793	G028689	0.98	***
R31794	G003801	0.98	***
R31795	G028689	0.98	***
R31796	G003801	0.98	***
R31797	G001161	0.98	***
R31798	G001225	0.98	***
R31807	G002556	0.98	***
R31809	G006200	0.98	***
R31814	G003109	0.98	***
R31815	G003109	0.98	***
R31836	G032476	0.98	***
R31837	G032476	0.98	***
R31841	G014469	0.98	***
R31842	G014469	0.98	***
R31843	G018321	0.98	***
R31845	G013651	0.98	***
R31850	G003296	0.98	***
R31852	G000309	0.98	***
R31854	G000259	0.98	***
R31855	G000283	0.98	***
R31856	G000259	0.98	***
R31858	G009314	0.98	***
R31893	G001193	0.98	***
R31902	G018321	0.98	***
R31903	G009699	0.98	***
R31905	G000194	0.98	***
R31907	G002351	0.98	***
R31913	G046221	0.98	***
R31915	G003347	0.98	***
R31917	G003347	0.98	***
R31918	G003130	0.98	***
R31919	G003130	0.98	***
R31921	G031883	0.98	***
R31924	G003600	0.98	***
R31944	G010100	0.98	***
R31945	G010100	0.98	***
R31946	G042181	0.98	***
R31947	G047357	0.98	***
R31948	G047357	0.98	***
R31949	G047357	0.98	***
R31950	G047357	0.98	***
R31951	G047357	0.98	***
R31952	G047357	0.98	***
R31953	G047357	0.98	***
R31956	G002810	0.98	***
R31957	G003926	0.98	***
R31959	G003206	0.98	***
R31961	G000419	0.98	***
R31962	G000419	0.98	***
R31963	G000419	0.98	***
R31964	G000419	0.98	***
R31965	G031977	0.98	***
R31969	G031977	0.98	***
R31970	G031977	0.98	***
R31971	G046621	0.98	***
R31972	G046621	0.98	***
R31974	G032188	0.98	***
R31980	G000416	0.98	***
R31984	G000324	0.98	***
R31985	G047691	0.98	***
R31986	G002141	0.98	***
R31987	G047691	0.98	***
R31988	G002141	0.98	***
R31989	G002141	0.98	***
R31991	G002141	0.98	***
R31992	G002141	0.98	***
R31993	G021529	0.98	***
R31994	G047268	0.98	***
R31995	G020002	0.98	***
R31997	G047268	0.98	***
R31998	G020002	0.98	***
R32000	G004022	0.98	***
R32001	G047112	0.98	***
R32005	G037519	0.98	***
R32006	G003555	0.98	***
R32007	G041699	0.98	***
R32008	G041736	0.98	***
R32009	G057305	0.98	***
R32010	G041742	0.98	***
R32011	G032029	0.98	***
R32012	G041747	0.98	***
R32013	G041714	0.98	***
R32014	G000309	0.98	***
R32015	G000309	0.98	***
R32016	G000309	0.98	***
R32017	G002764	0.98	***
R32018	G000309	0.98	***
R32019	G000309	0.98	***
R32020	G000315	0.98	***
R32022	G000309	0.98	***
R32023	G000309	0.98	***
R32024	G000315	0.98	***
R32025	G000309	0.98	***
R32027	G003363	0.98	***
R32028	G003363	0.98	***
R32029	G003363	0.98	***
R32030	G003363	0.98	***
R32032	G002663	0.98	***
R32033	G000360	0.98	***
R32034	G003542	0.98	***
R32035	G003542	0.98	***
R32042	G000360	0.98	***
R32043	G000360	0.98	***
R32044	G002144	0.98	***
R32046	G057306	0.98	***
R32047	G004561	0.98	***
R32054	G019684	0.98	***
R32055	G019684	0.98	***
R32056	G006667	0.98	***
R32057	G006667	0.98	***
R32058	G018476	0.98	***
R32059	G018476	0.98	***
R32061	G018476	0.98	***
R32063	G018476	0.98	***
R32064	G003101	0.98	***
R32065	G019121	0.98	***
R32066	G001161	0.98	***
R32071	G001103	0.98	***
R32078	G003101	0.98	***
R32080	G024597	0.98	***
R32082	G004926	0.98	***
R32083	G003427	0.98	***
R32084	G000409	0.98	***
R32085	G046820	0.98	***
R32122	G001421	0.98	***
R32142	G046591	0.98	***
R32143	G046591	0.98	***
R32144	G042356	0.98	***
R32145	G003453	0.98	***
R32146	G005973	0.98	***
R32147	G005973	0.98	***
R32148	G003454	0.98	***
R32149	G042356	0.98	***
R32150	G031956	0.98	***
R32151	G031956	0.98	***
R32152	G031956	0.98	***
R32153	G007090	0.98	***
R32154	G031956	0.98	***
R32155	G031956	0.98	***
R32163	G031956	0.98	***
R32166	G009517	0.98	***
R32171	G000415	0.98	***
R32172	G019663	0.98	***
R32173	G019663	0.98	***
R32174	G019663	0.98	***
R32175	G009797	0.98	***
R32176	G009797	0.98	***
R32177	G009797	0.98	***
R32178	G001027	0.98	***
R32183	G018324	0.98	***
R32184	G018324	0.98	***
R32188	G000225	0.98	***
R32200	G020929	0.98	***
R32202	G032573	0.98	***
R32203	G037142	0.98	***
R32204	G032573	0.98	***
R32205	G042182	0.98	***
R32210	G001201	0.98	***
R32211	G001201	0.98	***
R32212	G041706	0.98	***
R32213	G057310	0.98	***
R32214	G057310	0.98	***
R32215	G041706	0.98	***
R32216	G041706	0.98	***
R32217	G036522	0.98	***
R32218	G057310	0.98	***
R32219	G057310	0.98	***
R32220	G036522	0.98	***
R32221	G041706	0.98	***
R32222	G041706	0.98	***
R32223	G057310	0.98	***
R32224	G057310	0.98	***
R32225	G041706	0.98	***
R32227	G031427	0.98	***
R32228	G046820	0.98	***
R32229	G046820	0.98	***
R32237	G006947	0.98	***
R32238	G006947	0.98	***
R32241	G004015	0.98	***
R32242	G000417	0.98	***
R32243	G000417	0.98	***
R32244	G002597	0.98	***
R32245	G002597	0.98	***
R32251	G031528	0.98	***
R32252	G004914	0.98	***
R32253	G003804	0.98	***
R32256	G047930	0.98	***
R32257	G047930	0.98	***
R32258	G004993	0.98	***
R32259	G047357	0.98	***
R32260	G047357	0.98	***
R32263	G032916	0.98	***
R32264	G032916	0.98	***
R32265	G032916	0.98	***
R32266	G031911	0.98	***
R32267	G002663	0.98	***
R32268	G031911	0.98	***
R32269	G031911	0.98	***
R32270	G031911	0.98	***
R32271	G031427	0.98	***
R32275	G043100	0.98	***
R32276	G005149	0.98	***
R32277	G005149	0.98	***
R32278	G031745	0.98	***
R32279	G031745	0.98	***
R32281	G035703	0.98	***
R32283	G018940	0.98	***
R32284	G025199	0.98	***
R32285	G002329	0.98	***
R32286	G002329	0.98	***
R32287	G002329	0.98	***
R32288	G002329	0.98	***
R32289	G047137	0.98	***
R32291	G000357	0.98	***
R32292	G000396	0.98	***
R32295	G000396	0.98	***
R32296	G000396	0.98	***
R32297	G000241	0.98	***
R32298	G000241	0.98	***
R32299	G000241	0.98	***
R32300	G000241	0.98	***
R32322	G003181	0.98	***
R32324	G003360	0.98	***
R32325	G037549	0.98	***
R32326	G047850	0.98	***
R32327	G047850	0.98	***
R32328	G037549	0.98	***
R32329	G047850	0.98	***
R32336	G002572	0.98	***
R32339	G002572	0.98	***
R32340	G005245	0.98	***
R32341	G002933	0.98	***
R32342	G002933	0.98	***
R32346	G049100	0.98	***
R32347	G049100	0.98	***
R32349	G005245	0.98	***
R32350	G001161	0.98	***
R32351	G005245	0.98	***
R32354	G042380	0.98	***
R32355	G042380	0.98	***
R32357	G046771	0.98	***
R32358	G042380	0.98	***
R32359	G046771	0.98	***
R32362	G046666	0.98	***
R32363	G042380	0.98	***
R32364	G042380	0.98	***
R32365	G046666	0.98	***
R32367	G019121	0.98	***
R32369	G019070	0.98	***
R32371	G019070	0.98	***
R32372	G002303	0.98	***
R32381	G000215	0.98	***
R32384	G035875	0.98	***
R32385	G035875	0.98	***
R32387	G033363	0.98	***
R32388	G033363	0.98	***
R32389	G035121	0.98	***
R32390	G035121	0.98	***
R32391	G019290	0.98	***
R32395	G019050	0.98	***
R32399	G004580	0.98	***
R32400	G002597	0.98	***
R32401	G002597	0.98	***
R32402	G002597	0.98	***
R32403	G003555	0.98	***
R32408	G001436	0.98	***
R32409	G001436	0.98	***
R32411	G001436	0.98	***
R32412	G001436	0.98	***
R32413	G001436	0.98	***
R32414	G001436	0.98	***
R32416	G001436	0.98	***
R32417	G001436	0.98	***
R32418	G001436	0.98	***
R32421	G019983	0.98	***
R32422	G018273	0.98	***
R32423	G050164	0.98	***
R32424	G000349	0.98	***
R32426	G004953	0.98	***
R32427	G004953	0.98	***
R32428	G004665	0.98	***
R32429	G003175	0.98	***
R32430	G013612	0.98	***
R32431	G009616	0.98	***
R32432	G013612	0.98	***
R32435	G003124	0.98	***
R32438	G001725	0.98	***
R32439	G019362	0.98	***
R32440	G019362	0.98	***
R32441	G019362	0.98	***
R32444	G032162	0.98	***
R32445	G005024	0.98	***
R32446	G005024	0.98	***
R32447	G002663	0.98	***
R32448	G002663	0.98	***
R32449	G020979	0.98	***
R32450	G018230	0.98	***
R32451	G018230	0.98	***
R32452	G000357	0.98	***
R32453	G047735	0.98	***
R32454	G047735	0.98	***
R32455	G006887	0.98	***
R32461	G004029	0.98	***
R32462	G031872	0.98	***
R32465	G003465	0.98	***
R32466	G000182	0.98	***
R32474	G049466	0.98	***
R32475	G049466	0.98	***
R32476	G049466	0.98	***
R32479	G001131	0.98	***
R32481	G000192	0.98	***
R32483	G032079	0.98	***
R32484	G000312	0.98	***
R32488	G018912	0.98	***
R32490	G018912	0.98	***
R32491	G018912	0.98	***
R32492	G018912	0.98	***
R32493	G018912	0.98	***
R32494	G018912	0.98	***
R32503	G003190	0.98	***
R32507	G005024	0.98	***
R32508	G005024	0.98	***
R32509	G000274	0.98	***
R32510	G003247	0.98	***
R32511	G000261	0.98	***
R32519	G002597	0.98	***
R32521	G002597	0.98	***
R32526	G027541	0.98	***
R32527	G000317	0.98	***
R32528	G000317	0.98	***
R32530	G006501	0.98	***
R32531	G000254	0.98	***
R32547	G001075	0.98	***
R32548	G001075	0.98	***
R32550	G004629	0.98	***
R32551	G001164	0.98	***
R32552	G001164	0.98	***
R32555	G004971	0.98	***
R32556	G031758	0.98	***
R32561	G000317	0.98	***
R32565	G001133	0.98	***
R32571	G047140	0.98	***
R32572	G001083	0.98	***
R32577	G019099	0.98	***
R32578	G019099	0.98	***
R32579	G019099	0.98	***
R32584	G007339	0.98	***
R32585	G007339	0.98	***
R32586	G007339	0.98	***
R32587	G007339	0.98	***
R32594	G004492	0.98	***
R32595	G004492	0.98	***
R32596	G000198	0.98	***
R32597	G000198	0.98	***
R32599	G006339	0.98	***
R32601	G006339	0.98	***
